brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_mobileNetworkOperator,cell_rssi,cell_timingAdvance,cell_bands,cell_bandwidth,cell_ci,cell_earfcn,cell_tac,cell_rsrp,cell_rsrq,cell_rssnr
vivo,V2134A,11,4G,China Telecom,anhuisheng,tonglingshi,42.9,cbb35d0fd1a4163334f1065ad1c70529,37,-103;-103,2,460,11,46011,2147483647;2147483647,0,[],20000,114971187,1850,28041,-103;-103,-6;-6,1
vivo,V2068A,11,4G,China Unicom,guangdongsheng,guangzhoushi,22.7,9a5fa274e212b82e10b1005f33044d96,48,-92;-92,3,460,11,46011,-87;-87,5,[],2147483647,226991489,100,30101,-92;-92,-10;-10,1
vivo,V1938CT,10,4G,China Mobile,guangdongsheng,shenzhenshi,353.9,df4f9697ca2ca99731755d8ba1f333f6,40,-100,2,460,0,46000,2147483647,0,['Added in API level 30'],15000,22660149,36275,9755,-100,-9,5
vivo,V1938CT,10,4G,China Mobile,henansheng,zhengzhoushi,19.2,6a3fa239017f24a4f7168c5b4a3649c0,39,-101;-101;-101;-101,2,460,0,46000,2147483647;2147483647;2147483647;2147483647,3,['Added in API level 30'],20000,250472514,41134,14097,-101;-101;-101;-101,-10;-10;-10;-10,9
vivo,V2002A,10,4G,China Mobile,hunansheng,chenzhoushi,27.5,88d78c4b26e8e12d935d08de43a3858a,57,-83;-83;-83;-83;-83;-88;-88;-88;-88;-89;-89,4,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,73429381,38400,29621,-83;-83;-83;-83;-83;-88;-88;-88;-88;-89;-89,-9;-9;-9;-9;-9;-12;-12;-12;-12;-11;-11,14
OPPO,PFDM00,11,4G,China Mobile,shandongsheng,qingdaoshi,115.9,605ca018141c03e4c8ac2533f215fa01,70,-70;-70,4,460,0,46000,-77;-77,0,[],2147483647,157126735,1309,21432,-70;-70,-6;-6,2
vivo,V2133A,11,4G,China Telecom,gansusheng,lanzhoushi,61.8,13edc2e33bde9d59277f693c2b25db76,42,-98,2,460,11,46011,-91,2147483647,[],2147483647,200540674,100,48919,-98,-12,1
vivo,V2047A,11,4G,China Telecom,anhuisheng,maanshanshi,5.9,6c58c7ba9ff27f2b8e4f78ec3e7c271e,39,-101;-101,2,460,11,46011,2147483647;2147483647,0,[],20000,113685812,1750,56910,-101;-101,-11;-11,0
vivo,V2046A,11,4G,China Telecom,zhejiangsheng,ningboshi,21.8,66b9a53e2c0d6b9a4b9b7400064688dc,32,-108;-108,1,460,11,46011,-59;-59,8,[],10000,81801497,2452,59033,-108;-108,-6;-6,1
OPPO,PEQM00,12,4G,China Telecom,zhejiangsheng,jinhuashi,5.1,ce3cd161e3c7e2761bc8fb6f66fc4022,35,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-106;-106;-106;-106;-106;-106;-106,2,460,11,46011,-101;-101;-101;-101;-101;-99;-99;-99;-99;-99;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,25,['5'],2147483647,93420306,2452,59197,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-106;-106;-106;-106;-106;-106;-106,-5;-5;-5;-5;-5;-7;-7;-7;-7;-7;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8,0
vivo,V2002A,10,4G,China Mobile,guangdongsheng,zhaoqingshi,0.3,aa548e599abc3f7f8a62b79be13dba75,62,-78;-78;-78;-78,4,460,0,46000,2147483647;2147483647;2147483647;2147483647,6,['Added in API level 30'],20000,219018564,1300,10459,-78;-78;-78;-78,-6;-6;-6;-6,10
vivo,V2059A,11,4G,China Telecom,hebeisheng,shijiazhuangshi,46.5,4c8a43743057f9605125d94793feed3d,49,-91;-91;-91;-91,3,460,0,46000,2147483647;2147483647;2147483647;2147483647,0,[],15000,241380157,36275,12491,-91;-91;-91;-91,-6;-6;-6;-6,2
vivo,V2163A,11,4G,China Telecom,gansusheng,tianshuishi,40.6,f970940630240ba05ddaa2bf31b0896c,58,-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82,4,460,11,46011,-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83,2147483647,[],2147483647,113696899,100,49806,-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82,-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-11;-11;-11,2
vivo,V1962A,10,4G,China Telecom,gansusheng,dingxishi,2.8,95a9487b0e2981f4b5ba102df41c504d,63,-77;-77;-77,4,460,11,46011,2147483647;2147483647;2147483647,2,['Added in API level 30'],20000,202562359,1850,49965,-77;-77;-77,-13;-13;-13,1
Xiaomi,M2103K19C,11,4G,China Mobile,henansheng,xinyangshi,34.8,45096c004c5c70b7d599e087e83b428c,41,-99;-99,2,460,11,46011,-91;-91,2147483647,[],2147483647,188983186,2452,61232,-99;-99,-14;-14,1
vivo,V2072A,11,4G,China Telecom,shanxisheng,hanzhongshi,9.1,f9b1312518989a7712fc0a6bd11ad59d,36,-104;-104;-104;-105;-105;-105;-105;-107;-107;-107;-107;-107;-107;-107;-107;-105;-105;-105;-105;-105;-107;-107,2,460,11,46011,-93;-93;-93;-93;-93;-93;-93;-95;-95;-95;-95;-95;-95;-95;-95;-93;-93;-93;-93;-93;-95;-95,6,[],2147483647,42581808,1850,10269,-104;-104;-104;-105;-105;-105;-105;-107;-107;-107;-107;-107;-107;-107;-107;-105;-105;-105;-105;-105;-107;-107,-10;-10;-10;-11;-11;-11;-11;-13;-13;-13;-13;-14;-14;-14;-14;-15;-15;-15;-15;-15;-12;-12,0
vivo,V2121A,11,4G,China Mobile,jiangsusheng,taizhoushi,95.2,81432e877536bcb118c589fefaa0ada9,57,-83;-83,4,460,0,46000,-83;-83,3,[],2147483647,113011137,1300,21027,-83;-83,-9;-9,1
vivo,V2121A,11,4G,China Telecom,guangdongsheng,zhuhaishi,10.9,01be0bd7b8d078de3b0454724c2854b4,53,-87;-87;-87;-87;-87;-87,3,460,0,46000,-85;-85;-85;-85;-85;-85,2147483647,[],2147483647,143574150,3590,9875,-87;-87;-87;-87;-87;-87,-12;-12;-12;-12;-12;-12,1
Xiaomi,21091116AC,11,4G,China Unicom,jiangxisheng,ganzhoushi,46.3,bebb450710b3168f1c8e1c22b954c9e7,49,-91;-91;-91;-91;-91;-92;-92;-92;-92;-92;-91;-91;-91;-91;-85;-85;-85;-85;-85;-88;-88;-88,3,460,1,46001,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-83;-83;-83;-83;-83;-85;-85;-85,0,[],2147483647,146806549,1650,29832,-91;-91;-91;-91;-91;-92;-92;-92;-92;-92;-91;-91;-91;-91;-85;-85;-85;-85;-85;-88;-88;-88,-6;-6;-6;-6;-6;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-10;-10;-10,1
vivo,V2134A,11,4G,China Mobile,shandongsheng,jiningshi,0.4,f663d3c807d99427b49342cdfff49489,44,-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-98;-98;-98;-98;-97,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,6,[],20000,78750809,1300,21626,-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-98;-98;-98;-98;-97,-9;-9;-9;-10;-10;-10;-10;-16;-16;-16;-16;-16;-13;-13;-13;-13;-10,0
vivo,V2046A,11,4G,China Mobile,sichuansheng,dazhoushi,32.6,fc1718d3df8c7247d871890a92a3b71e,36,-104;-104,2,460,1,46001,-69;-69,4,[],20000,121371167,1650,41039,-104;-104,-7;-7,1
vivo,V1962A,10,4G,China Telecom,hebeisheng,xingtaishi,23.1,6b59cbb0ec89298d510e7b7263831f52,69,-71,4,460,11,46011,2147483647,0,['Added in API level 30'],20000,39096081,1650,5838,-71,-5,16
vivo,V2046A,11,4G,China Unicom,hebeisheng,langfangshi,29.4,aa1b275e82afe64255e8e41acc0b9581,46,-94;-94;-94;-94;-94;-95;-95;-95;-95;-95;-95;-95;-95;-94;-94;-94;-94;-94;-94;-94;-94,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,40626740,300,5636,-94;-94;-94;-94;-94;-95;-95;-95;-95;-95;-95;-95;-95;-94;-94;-94;-94;-94;-94;-94;-94,-9;-9;-9;-9;-9;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12,0
vivo,V2072A,11,4G,China Unicom,shanxisheng,hanzhongshi,1.7,70c791deed2cf4171589d8d8b4bf64cb,30,-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-109;-110;-109;-109;-109;-109;-109;-109;-109;-109,1,460,1,46001,-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-95;-97;-95;-95;-95;-95;-95;-95;-95;-95,2147483647,[],2147483647,201838368,1506,37328,-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-109;-110;-109;-109;-109;-109;-109;-109;-109;-109,-15;-15;-11;-15;-11;-15;-11;-15;-11;-13;-14;-13;-14;-13;-14;-13;-14;-13;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-15;-14;-15;-14;-15;-14;-15;-15;-15;-15;-13;-15;-13;-15;-13;-14;-13,0
OPPO,PEPM00,12,4G,China Mobile,yunnansheng,kunmingshi,7.1,c7c46090b064dd83698f1671d011a162,43,-97;-97;-97;-97;-94;-94;-94;-94;-94;-94;-94;-94;-94;-96;-96;-96;-96;-97;-97;-97;-97;-97,2,460,0,46000,-87;-87;-87;-87;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-87;-87;-87;-87;-87,2147483647,['41'],2147483647,8454422,40936,35039,-97;-97;-97;-97;-94;-94;-94;-94;-94;-94;-94;-94;-94;-96;-96;-96;-96;-97;-97;-97;-97;-97,-11;-11;-11;-11;-10;-10;-10;-10;-9;-9;-9;-9;-9;-12;-12;-12;-12;-11;-11;-11;-11;-11,0
vivo,V2047A,11,4G,China Mobile,henansheng,zhoukoushi,38.5,e86dd35d04de9777169d1b942495203b,39,-101;-101,2,460,11,46011,2147483647;2147483647,0,[],20000,190939568,1850,11493,-101;-101,-8;-8,0
Xiaomi,M2012K10C,12,4G,China Telecom,shanxisheng,weinanshi,42.9,7e838d3357d3318e8f31735ae415f7ef,33,-107;-107,1,460,11,46011,2147483647;2147483647,7,['1'],2147483647,43153923,100,10723,-107;-107,-10;-10,0
vivo,V1962A,10,4G,China Mobile,shandongsheng,binzhoushi,9.7,b4c8acfaac09ee7b448b0523925f1f38,32,-108;-108,1,460,0,46000,2147483647;2147483647,38,['Added in API level 30'],20000,207830283,38400,21450,-108;-108,-11;-11,2
vivo,V1962A,10,4G,China Unicom,shanxisheng,jinzhongshi,490.2,e7836ecc0ac57b9980ce06cc09df623a,63,-77;-77;-76;-77;-76;-77;-76,4,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,2,['Added in API level 30'],20000,128667403,1650,9385,-77;-77;-76;-77;-76;-77;-76,-5;-5;-6;-5;-6;-5;-6,27
vivo,V2002A,10,4G,China Mobile,anhuisheng,huainanshi,25.7,73bdd5bce07d494e83b2fd6b67cd8db2,39,-101;-101,2,460,0,46000,2147483647;2147483647,7,['Added in API level 30'],10000,20955713,3590,26017,-101;-101,-5;-5,18
vivo,V2133A,11,4G,China Telecom,hunansheng,zhuzhoushi,2.6,9599af87a89ef0c62901f9aab9a8e5e2,22,-118;-118;-118;-118;-118;-118;-118;-118;-118;-118;-118;-118;-120;-120;-120;-120;-120;-120;-120;-120,0,460,11,46011,-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101,18,[],2147483647,17098387,2452,34563,-118;-118;-118;-118;-118;-118;-118;-118;-118;-118;-118;-118;-120;-120;-120;-120;-120;-120;-120;-120,-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-19;-19;-19;-19;-19;-18;-18;-18,0
vivo,V2162A,11,4G,China Mobile,jiangsusheng,yanchengshi,6.9,d1f037a6e9abba9eb16de611fa6dfc67,47,-93;-93,3,460,0,46000,-87;-87,12,[],2147483647,231158532,36275,20745,-93;-93,-9;-9,1
vivo,V2134A,11,4G,China Telecom,anhuisheng,tonglingshi,9.9,1b6472b0f642d734afa2cfb90ea62393,44,-96;-96;-96,2,460,11,46011,2147483647;2147483647;2147483647,3,[],20000,44531636,1850,28035,-96;-96;-96,-8;-8;-9,0
vivo,V1938CT,10,4G,China Unicom,henansheng,kaifengshi,59.5,73265ce7f1e2cf54f7813ceebb413a23,45,-95;-95;-95;-93;-93;-93,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,8,['Added in API level 30'],20000,75944754,1650,11370,-95;-95;-95;-93;-93;-93,-9;-9;-9;-9;-9;-9,11
vivo,V2121A,11,4G,China Unicom,guangdongsheng,guangzhoushi,460.3,2e3f0601a63ec2f9b1bdc196a4ae5298,80,-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-61;-60;-61;-60;-61;-60;-61;-64;-64;-64;-64;-66;-66;-66;-66;-66;-66;-67;-67;-67;-67,4,460,1,46001,-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-73;-73;-73;-73;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75,0,[],2147483647,100958977,1650,9711,-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-61;-60;-61;-60;-61;-60;-61;-64;-64;-64;-64;-66;-66;-66;-66;-66;-66;-67;-67;-67;-67,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-5;-5;-5;-5;-3;-4;-3;-4;-3;-4;-3;-3;-3;-3,2
vivo,V2002A,10,4G,China Unicom,weizhi,weizhi,0.6,459a921917591335cc92c11605c8125f,55,-85;-85;-85;-85;-85;-91;-91;-91;-91;-84;-84;-84;-84,4,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,80369201,1650,1940,-85;-85;-85;-85;-85;-91;-91;-91;-91;-84;-84;-84;-84,-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,11
vivo,V1962A,10,4G,China Unicom,jiangsusheng,changzhoushi,25,76b493ef4754fab917d0d890150391db,49,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-94;-94,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,8,['Added in API level 30'],20000,87062549,1650,20322,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-94;-94,-10;-10;-10;-11;-11;-11;-11;-13;-13;-13;-13;-13;-13;-13;-13;-13;-14;-14;-14;-14;-15;-15,4
vivo,V1938CT,10,4G,China Telecom,hunansheng,shaoyangshi,4.7,fb7364b74058c0d6e313999c76bcd1bb,48,-92,3,460,1,46001,2147483647,0,['Added in API level 30'],20000,22808706,300,62118,-92,-9,7
vivo,V1938CT,10,4G,China Unicom,jiangxisheng,jianshi,1.5,53e2e5935481b2a0393d9a2bd763ff8b,32,-108;-108,1,460,1,46001,-53;-53,76,['Added in API level 30'],5000,145531138,3715,29785,-108;-108,-12;-12,5
vivo,V2046A,11,4G,China Unicom,qinghaisheng,haidongshi,0.5,720e1f300e35449cab844a4f0bd18fe3,46,-94;-94;-94;-94;-94;-94;-94;-94;-94,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,5,[],5000,148481029,3715,64611,-94;-94;-94;-94;-94;-94;-94;-94;-94,-7;-7;-7;-7;-11;-11;-11;-11;-11,0
vivo,V2072A,11,4G,China Unicom,chongqingshi,chongqingshi,11.4,dc3959710fe73f5f65bd384686e0aa6c,40,-100;-100;-100;-102;-102;-102;-102;-102;-102,2,460,1,46001,-91;-91;-91;-93;-93;-93;-93;-93;-93,23,[],2147483647,81695491,1650,39486,-100;-100;-100;-102;-102;-102;-102;-102;-102,-15;-15;-15;-17;-17;-17;-17;-17;-17,1
vivo,V1962A,10,4G,China Unicom,shandongsheng,zaozhuangshi,29.9,743eca32987e9b1e3f519860498e5b57,32,-108,1,460,1,46001,2147483647,0,['Added in API level 30'],20000,106187397,1650,21385,-108,-10,14
vivo,V2046A,11,4G,China Unicom,hebeisheng,langfangshi,17.1,aa1b275e82afe64255e8e41acc0b9581,43,-97;-97;-97;-97;-97;-98;-98;-98;-98;-97;-97,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,40626740,300,5636,-97;-97;-97;-97;-97;-98;-98;-98;-98;-97;-97,-8;-8;-8;-8;-8;-12;-12;-12;-12;-13;-13,0
vivo,V1938CT,10,4G,China Mobile,jiangsusheng,taizhoushi,112,bf3d7589ef26064b58316f1d161eafc3,50,-90;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89,3,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,['Added in API level 30'],20000,88740104,40936,21035,-90;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89;-90;-89,-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-7;-9;-7;-9;-7;-9;-7;-9;-8;-9;-8;-9;-8;-9;-8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-10;-10;-10;-10;-10;-10,31
vivo,V2002A,10,4G,China Mobile,hebeisheng,tangshanshi,48.4,7db73c05cf50900b365318f2330315b6,47,-93;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92,3,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,3,['Added in API level 30'],20000,178364033,1300,12667,-93;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-93;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92,-8;-8;-9;-8;-9;-8;-9;-8;-9;-11;-9;-11;-9;-11;-9;-11;-9;-11;-9;-12;-10;-12;-10;-12;-10;-12;-10;-12;-10;-11;-11;-11;-11,18
vivo,V2047A,11,4G,China Unicom,guangdongsheng,guangzhoushi,123.6,724a280dae077cbf7bf1281259d5fe45,38,-102;-102;-102;-102;-102;-102;-102;-102;-102;-101;-103;-101;-103;-101;-103;-101;-103;-100;-100;-100;-100;-100;-100;-100;-100;-99;-99,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,3,[],20000,114684164,1650,9505,-102;-102;-102;-102;-102;-102;-102;-102;-102;-101;-103;-101;-103;-101;-103;-101;-103;-100;-100;-100;-100;-100;-100;-100;-100;-99;-99,-12;-12;-11;-12;-11;-12;-11;-12;-11;-11;-12;-11;-12;-11;-12;-11;-12;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13,0
vivo,V2068A,11,4G,China Mobile,zhejiangsheng,wenzhoushi,12.7,34d8c40f816bb7fdb7b877c82e6cad41,45,-95;-95,3,460,0,46000,-89;-89,2,[],2147483647,189338130,36275,22671,-95;-95,-7;-7,1
OPPO,PEQM00,12,4G,China Mobile,henansheng,xinyangshi,1.5,2817a51c631294b66145af443838b10a,34,-106,1,460,0,46000,-93,11,['39'],2147483647,66089728,38400,14524,-106,-14,0
realme,RMX3031,12,4G,China Telecom,guangdongsheng,guangzhoushi,13.1,a4d623d2025796faee0db1888fd88275,58,-82;-82;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,4,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,2147483647,['1'],2147483647,101154838,300,9942,-82;-82;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-10;-10;-10;-10;-10;-10;-10;-10;-9;-9,0
vivo,V2134A,11,4G,China Unicom,guangdongsheng,zhongshanshi,56.1,af89ddb6882b43a14a3024c260cb8d53,46,-94;-94;-94;-94;-94;-94;-94;-94;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,6,[],20000,129737522,1850,31505,-94;-94;-94;-94;-94;-94;-94;-94;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95,-9;-9;-9;-9;-13;-13;-13;-13;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14,0
Xiaomi,21091116AC,11,4G,China Unicom,shandongsheng,weifangshi,1.2,2feb544af177ddc8a81a3c2253c26949,36,-104;-104,2,460,0,46000,-93;-93,2147483647,[],2147483647,203593779,38400,25452,-104;-104,-7;-7,0
vivo,V2002A,10,4G,China Mobile,hunansheng,zhangjiajieshi,14.6,964aec5be7328209616cb8a44b314de5,41,-99,2,460,0,46000,2147483647,0,['Added in API level 30'],20000,119156737,38400,29470,-99,-8,2
vivo,V2046A,11,4G,China Mobile,guizhousheng,bijieshi,436.3,d95185fab801edc68ba684e1d3d7cf7c,65,-75;-75;-79;-79;-79;-79;-76;-76;-76;-76;-76;-80;-80;-80;-80;-82;-82;-82;-82;-82;-82;-82,4,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,3,[],20000,1419458,1300,34161,-75;-75;-79;-79;-79;-79;-76;-76;-76;-76;-76;-80;-80;-80;-80;-82;-82;-82;-82;-82;-82;-82,-16;-16;-18;-18;-18;-18;-16;-16;-16;-16;-16;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11,0
vivo,V2156A,11,4G,China Unicom,hebeisheng,handanshi,6.3,0066c1fa2eedddbf9451e3a103fb9410,49,-91;-91,3,460,1,46001,-87;-87,10,[],2147483647,38760979,1650,5311,-91;-91,-8;-8,1
vivo,V2072A,11,4G,China Mobile,hunansheng,shaoyangshi,10.9,ec7638006357410fc658ced886613b88,32,-108;-108;-108;-108;-108;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-110;-110;-110,1,460,1,46001,-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-97;-97;-97,2147483647,[],2147483647,78145817,300,62119,-108;-108;-108;-108;-108;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-110;-110;-110,-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-13;-13;-13;-13;-12;-12;-12;-13;-13;-13,0
vivo,V2130A,11,4G,China Mobile,hunansheng,huaihuashi,75.5,08a790d41d88851bd1e28f5a07ac592d,54,-86;-86,3,460,0,46000,-85;-85,17,[],2147483647,104500825,3590,29599,-86;-86,-5;-5,1
vivo,V1938T,10,4G,China Mobile,chongqingshi,chongqingshi,13.2,0465850945b356714db32ed4c4349e23,48,-92;-92;-93,3,460,0,46000,2147483647;2147483647;2147483647,3,['Added in API level 30'],20000,24921090,38400,13059,-92;-92;-93,-8;-8;-8,8
vivo,V2046A,11,4G,China Mobile,jiangsusheng,changzhoushi,21.8,9e91853d9329bd37bc9b534251989030,34,-106;-106;-105;-105;-105;-105;-101,1,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,7,[],20000,108751553,41140,25122,-106;-106;-105;-105;-105;-105;-101,-10;-10;-10;-10;-10;-10;-13,0
vivo,V1938CT,10,4G,China Telecom,guangdongsheng,guangzhoushi,18.9,7245d8c428b89e6339efebb221b4f3a1,34,-106;-106;-106;-106;-106;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113,1,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,5,['Added in API level 30'],20000,219413821,1850,30062,-106;-106;-106;-106;-106;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113,-9;-9;-9;-9;-9;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-13;-13;-13,7
